antecedent,consequent,support,confidence,lift
49 796,40,108,0.6835,1.1892
922,49,183,0.5683,1.1891
4062,40,95,0.6835,1.1890
49 4222,40,95,0.6835,1.1890
1097,49,154,0.5683,1.1890
605,49,687,0.5682,1.1890
3237,49,100,0.5682,1.1888
830,49,200,0.5682,1.1888
2821,49,96,0.5680,1.1886
39 1579,49,96,0.5680,1.1886
893,40,112,0.6829,1.1881
95,49,293,0.5678,1.1881
310,40,211,0.6828,1.1880
8979,49,344,0.5677,1.1877
49 1445,40,142,0.6827,1.1877
3574,40,101,0.6824,1.1873
5324,49,101,0.5674,1.1872
2076,49,181,0.5674,1.1872
1931,49,215,0.5673,1.1870
33 187,40,103,0.6821,1.1867
992,49,93,0.5671,1.1865
893,49,93,0.5671,1.1865
1345,49,427,0.5671,1.1865
33 2239,49,203,0.5670,1.1865
2843,49,110,0.5670,1.1864
49 2442,40,105,0.6818,1.1862
49 2857,40,120,0.6818,1.1862
49 1097,40,105,0.6818,1.1862
49 10657,40,167,0.6816,1.1859
32 49,40,336,0.6815,1.1857
49 156,40,214,0.6815,1.1857
3757,49,119,0.5667,1.1857
49 574,40,92,0.6815,1.1856
49 512,40,92,0.6815,1.1856
8069,49,166,0.5666,1.1854
309,49,149,0.5665,1.1854
611,49,196,0.5665,1.1853
714,40,141,0.6812,1.1850
2066,40,235,0.6812,1.1850
39 104,40,141,0.6812,1.1850
266,49,94,0.5663,1.1848
152,40,158,0.6810,1.1848
81,40,316,0.6810,1.1848
106,49,372,0.5662,1.1847
42 271 272,49,124,0.5662,1.1847
13175,49,184,0.5662,1.1846
40 16432,49,107,0.5661,1.1846
10441,40,96,0.6809,1.1845
400,40,160,0.6809,1.1845
49 342,40,160,0.6809,1.1845
1081,49,167,0.5661,1.1845
39 391,40,241,0.6808,1.1844
2943,49,90,0.5660,1.1844
1436,49,433,0.5660,1.1843
1056,40,130,0.6806,1.1841
49 683,40,130,0.6806,1.1841
49 623,40,130,0.6806,1.1841
2168,40,181,0.6805,1.1838
535,40,215,0.6804,1.1837
57,40,364,0.6804,1.1837
49 2119,40,232,0.6804,1.1836
3316,49,155,0.5657,1.1836
372,40,532,0.6803,1.1836
40 272 2239,49,125,0.5656,1.1835
49 544,40,117,0.6802,1.1834
49 1068,40,251,0.6802,1.1834
233,49,207,0.5656,1.1834
20 49,40,402,0.6802,1.1834
1594,40,151,0.6802,1.1833
8868,49,151,0.5655,1.1833
49 186,40,555,0.6801,1.1833
66,49,2529,0.5655,1.1833
49 1868,40,187,0.6800,1.1830
40 12944,49,143,0.5652,1.1826
385,49,247,0.5652,1.1826
49 1940,40,121,0.6798,1.1826
1570,40,104,0.6797,1.1826
1394,40,789,0.6796,1.1823
3403,49,100,0.5650,1.1821
2203,49,100,0.5650,1.1821
49 142,40,89,0.6794,1.1820
3463,49,148,0.5649,1.1819
39 2806,40,144,0.6792,1.1817
1591,40,199,0.6792,1.1816
49 4525,40,127,0.6791,1.1815
49 653,40,127,0.6791,1.1815
310 1381,40,91,0.6791,1.1815
1210,40,220,0.6790,1.1813
76,40,220,0.6790,1.1813
49 487,40,93,0.6788,1.1810
2264,49,114,0.5644,1.1808
556,49,114,0.5644,1.1808
49 10552,40,114,0.6786,1.1805
49 2674,40,190,0.6786,1.1805
2242,40,285,0.6786,1.1805
49 548,40,171,0.6786,1.1805
3868,40,97,0.6783,1.1801
49 441,40,97,0.6783,1.1801
33 280,40,97,0.6783,1.1801
39 390,49,119,0.5640,1.1801
221,40,156,0.6783,1.1800
39 665,49,97,0.5640,1.1800
813,49,463,0.5639,1.1800
283,40,158,0.6781,1.1797
49 2188,40,158,0.6781,1.1797
1792,49,106,0.5638,1.1797
298,40,356,0.6781,1.1797
49 348,40,120,0.6780,1.1795
49 83,40,120,0.6780,1.1795
49 809,40,181,0.6779,1.1794
33 406,49,93,0.5636,1.1793
1987,49,346,0.5635,1.1791
597,40,143,0.6777,1.1791
33 49 1147,40,143,0.6777,1.1791
49 1002,40,124,0.6776,1.1788
3317,49,169,0.5633,1.1787
2999,40,168,0.6774,1.1785
1620,40,252,0.6774,1.1785
2092,49,187,0.5633,1.1785
365,49,98,0.5632,1.1785
1429,49,107,0.5632,1.1783
49 754,40,107,0.6772,1.1782
663,49,161,0.5629,1.1779
49 13033,40,132,0.6769,1.1777
985,40,226,0.6766,1.1772
3538,40,136,0.6766,1.1771
661,49,126,0.5625,1.1770
424,49,162,0.5625,1.1770
13 49,40,161,0.6765,1.1769
2344,49,239,0.5624,1.1767
439,40,1260,0.6763,1.1766
4394,49,185,0.5623,1.1766
10449,49,149,0.5623,1.1765
5290,40,119,0.6761,1.1763
1105,40,167,0.6761,1.1763
49 2989,40,96,0.6761,1.1762
2 49,40,96,0.6761,1.1762
1660,49,258,0.5621,1.1761
49 1067,40,169,0.6760,1.1761
238 476,40,121,0.6760,1.1760
908,40,194,0.6760,1.1760
49 347,40,146,0.6759,1.1759
49 2213,40,98,0.6759,1.1758
4343,40,123,0.6758,1.1758
2516,49,218,0.5619,1.1756
2285 2506,49,109,0.5619,1.1756
37 39 42,49,377,0.5618,1.1756
1745,40,150,0.6757,1.1755
32 33,40,125,0.6757,1.1755
3503,49,214,0.5617,1.1752
1764,49,164,0.5616,1.1752
353,49,246,0.5616,1.1752
24,40,512,0.6755,1.1751
1599,40,129,0.6754,1.1750
551,49,146,0.5615,1.1749
10420,40,104,0.6753,1.1749
130,49,105,0.5615,1.1749
15346,49,137,0.5615,1.1748
594,40,131,0.6753,1.1748
2285 2506,40,131,0.6753,1.1748
2354,49,215,0.5614,1.1746
2724,49,142,0.5613,1.1744
49 1292,40,108,0.6750,1.1743
590,49,628,0.5612,1.1743
33 10516,40,110,0.6748,1.1741
3967,49,124,0.5611,1.1740
40 16431,49,124,0.5611,1.1740
1283,40,195,0.6747,1.1739
2854,49,92,0.5610,1.1738
4106,40,141,0.6746,1.1737
1145,49,336,0.5609,1.1737
3800,40,284,0.6746,1.1736
4128,49,106,0.5608,1.1735
397,49,378,0.5608,1.1735
1900,40,174,0.6744,1.1733
49 3318,40,116,0.6744,1.1733
200,49,125,0.5605,1.1729
2277,49,139,0.5605,1.1727
2050,40,91,0.6741,1.1727
49 3161,40,91,0.6741,1.1727
39 104,49,116,0.5604,1.1725
152,49,130,0.5603,1.1724
4337,49,330,0.5603,1.1723
1056,49,107,0.5602,1.1722
2574,49,154,0.5600,1.1717
4557,40,99,0.6735,1.1717
33 1199,40,99,0.6735,1.1717
39 202,40,99,0.6735,1.1717
442,49,341,0.5599,1.1716
3362,49,229,0.5599,1.1715
10492,49,234,0.5598,1.1713
33 593,40,173,0.6732,1.1711
2529,49,136,0.5597,1.1710
2260,40,175,0.6731,1.1710
1514,40,284,0.6730,1.1708
2855,40,107,0.6730,1.1708
9618,49,113,0.5594,1.1705
177,49,226,0.5594,1.1705
1083,49,212,0.5594,1.1704
49 209,40,222,0.6727,1.1704
39 46,40,111,0.6727,1.1704
1,49,99,0.5593,1.1703
1987,40,413,0.6726,1.1702
3841,40,113,0.6726,1.1702
49 553,40,117,0.6724,1.1698
49 279,40,117,0.6724,1.1698
33 49,40,5402,0.6724,1.1698
49 536,40,275,0.6724,1.1698
16012,49,374,0.5590,1.1697
3403,40,119,0.6723,1.1697
49 685,40,119,0.6723,1.1697
39 1005,40,119,0.6723,1.1697
2441,40,199,0.6723,1.1696
33 287,49,128,0.5590,1.1695
39 40 372,49,294,0.5589,1.1695
5249,49,152,0.5588,1.1693
33 226,49,366,0.5588,1.1692
49 1122,40,168,0.6720,1.1691
49 825,40,471,0.6719,1.1689
216,40,215,0.6719,1.1689
3277,40,133,0.6717,1.1686
84,40,133,0.6717,1.1686
40 769,49,105,0.5585,1.1686
391,49,210,0.5585,1.1686
1054,40,90,0.6716,1.1685
33 397,40,90,0.6716,1.1685
1538,49,110,0.5584,1.1683
49 897,40,92,0.6715,1.1683
1784,49,335,0.5583,1.1682
49 1716,40,235,0.6714,1.1681
10447,49,345,0.5583,1.1681
3022,49,120,0.5581,1.1678
977,49,456,0.5581,1.1678
80,49,893,0.5581,1.1678
33 271 272,40,98,0.6712,1.1678
77,49,485,0.5581,1.1678
49 260,40,255,0.6711,1.1675
2991,49,130,0.5579,1.1674
33 15833,40,155,0.6710,1.1674
4651,49,188,0.5579,1.1673
49 2395,40,106,0.6709,1.1672
1379 1380,40,106,0.6709,1.1672
49 346,40,212,0.6709,1.1672
49 168,40,110,0.6707,1.1669
49 537,40,110,0.6707,1.1669
49 1127,40,165,0.6707,1.1669
2421,49,145,0.5577,1.1669
97,40,224,0.6707,1.1668
49 10654,40,169,0.6706,1.1667
4341,49,92,0.5576,1.1667
3237,40,118,0.6705,1.1664
49 1487,40,181,0.6704,1.1663
1005,49,614,0.5572,1.1658
2597,49,156,0.5571,1.1657
33 390,40,132,0.6701,1.1657
3295,49,161,0.5571,1.1656
49 7976,40,134,0.6700,1.1656
1381,40,140,0.6699,1.1654
226 272,49,220,0.5570,1.1654
12926,49,817,0.5569,1.1653
1309,49,191,0.5569,1.1651
2239,49,955,0.5569,1.1651
3967,40,148,0.6697,1.1651
49 2553,40,148,0.6697,1.1651
1737,49,98,0.5568,1.1651
2764,49,147,0.5568,1.1651
49 678,40,446,0.6697,1.1651
49 813,40,310,0.6695,1.1648
10475,49,113,0.5567,1.1647
49 1278,40,166,0.6694,1.1645
9002,49,128,0.5565,1.1644
39 391,49,197,0.5565,1.1644
265,40,599,0.6693,1.1644
33 704,40,89,0.6692,1.1642
2209,49,222,0.5564,1.1642
49 202,40,451,0.6691,1.1641
4564,40,91,0.6691,1.1641
1923,49,89,0.5563,1.1639
592,40,289,0.6690,1.1639
2968,49,94,0.5562,1.1638
1715,49,282,0.5562,1.1638
33 49 124,40,101,0.6689,1.1637
1660,40,307,0.6688,1.1636
1409,49,109,0.5561,1.1636
49 769,40,105,0.6688,1.1635
16011 16012,49,362,0.5561,1.1635
3554,49,129,0.5560,1.1634
3172,40,109,0.6687,1.1634
49 588,40,109,0.6687,1.1634
49 3636,40,111,0.6687,1.1633
49 2626,40,111,0.6687,1.1633
238 250,40,117,0.6686,1.1631
1258,40,256,0.6684,1.1629
37 171,40,143,0.6682,1.1625
39 1728,49,90,0.5556,1.1624
1616,49,100,0.5556,1.1624
2213,49,145,0.5556,1.1624
260,49,380,0.5556,1.1624
2052,40,308,0.6681,1.1624
14934,40,320,0.6681,1.1623
1044,49,306,0.5554,1.1620
40 56,49,251,0.5553,1.1619
37 39 40,49,1080,0.5553,1.1618
419,49,267,0.5551,1.1615
4171,49,131,0.5551,1.1614
1773,49,116,0.5550,1.1613
249,40,275,0.6675,1.1612
185,49,101,0.5549,1.1612
16218,49,647,0.5549,1.1610
4390,49,91,0.5549,1.1610
3421,49,91,0.5549,1.1610
15579,49,182,0.5549,1.1610
262,40,349,0.6673,1.1609
238,49,1682,0.5547,1.1607
16011,49,730,0.5547,1.1607
40 372,49,295,0.5545,1.1602
6191,49,102,0.5543,1.1599
1032,40,90,0.6667,1.1598
827,40,96,0.6667,1.1598
1397,40,100,0.6667,1.1598
1220,40,106,0.6667,1.1598
2270,40,110,0.6667,1.1598
1616,40,120,0.6667,1.1598
49 2104,40,102,0.6667,1.1598
49 78,40,108,0.6667,1.1598
577,40,170,0.6667,1.1598
49 490,40,110,0.6667,1.1598
49 1630,40,110,0.6667,1.1598
698,40,200,0.6667,1.1598
49 67,40,112,0.6667,1.1598
8986,40,276,0.6667,1.1598
49 831,40,196,0.6667,1.1598
108 549,40,98,0.6667,1.1598
33 335,40,94,0.6667,1.1598
33 2959,40,126,0.6667,1.1598
37 39 171,40,140,0.6667,1.1598
1601,49,444,0.5543,1.1598
37 42,49,388,0.5543,1.1598
4227,49,92,0.5542,1.1596
480,49,513,0.5540,1.1592
11841,49,118,0.5540,1.1592
809,49,267,0.5539,1.1591
39 171,40,2019,0.6661,1.1589
2892,49,108,0.5538,1.1589
450,49,382,0.5536,1.1584
1114,49,248,0.5536,1.1583
39 371,40,241,0.6657,1.1582
10612,49,119,0.5535,1.1581
33 414,40,217,0.6656,1.1581
10421,40,183,0.6655,1.1577
807,40,493,0.6653,1.1575
523,40,648,0.6653,1.1575
530,40,149,0.6652,1.1572
49 9556,40,149,0.6652,1.1572
33 14099,40,149,0.6652,1.1572
494,40,147,0.6652,1.1572
3187,40,143,0.6651,1.1571
1482,40,272,0.6650,1.1570
2183,49,94,0.5529,1.1570
2151,40,133,0.6650,1.1569
49 5075,40,121,0.6648,1.1566
4772,40,115,0.6647,1.1565
3540,40,109,0.6646,1.1563
3643,40,105,0.6646,1.1562
49 1596,40,99,0.6644,1.1559
171,40,2059,0.6644,1.1559
49 2371,40,97,0.6644,1.1559
49 489,40,287,0.6644,1.1558
2538,49,116,0.5524,1.1558
707,49,116,0.5524,1.1558
383,49,116,0.5524,1.1558
3102,40,91,0.6642,1.1556
49 2053,40,89,0.6642,1.1555
13183,49,127,0.5522,1.1554
66 102,49,127,0.5522,1.1554
49 1558,40,166,0.6640,1.1552
12,40,472,0.6639,1.1549
1073,40,154,0.6638,1.1548
49 1159,40,154,0.6638,1.1548
2862,49,101,0.5519,1.1548
271,49,957,0.5519,1.1548
12934,40,227,0.6637,1.1547
1617,49,149,0.5519,1.1547
31,49,298,0.5519,1.1547
1728,49,96,0.5517,1.1544
49 210,40,207,0.6635,1.1543
49 4208,40,136,0.6634,1.1542
594,49,107,0.5515,1.1540
40 1742,49,107,0.5515,1.1540
39,40,10345,0.6633,1.1540
49 847,40,197,0.6633,1.1540
40 10075,49,91,0.5515,1.1540
2750,49,166,0.5515,1.1539
3203,40,128,0.6632,1.1538
784,40,640,0.6632,1.1538
8731,49,118,0.5514,1.1537
1162,49,118,0.5514,1.1537
2801,40,120,0.6630,1.1534
49 2634,40,120,0.6630,1.1534
1380,49,156,0.5512,1.1534
4222,40,118,0.6629,1.1533
49 251,40,118,0.6629,1.1533
10442,40,110,0.6627,1.1528
2384,40,377,0.6626,1.1527
49 1957,40,161,0.6626,1.1527
1563,49,206,0.5508,1.1525
49 339,40,516,0.6624,1.1524
2352,49,114,0.5507,1.1523
7,40,100,0.6623,1.1522
9670,40,149,0.6622,1.1521
1694,40,347,0.6622,1.1521
2806,40,147,0.6622,1.1520
1819 1820,40,96,0.6621,1.1518
413,40,188,0.6620,1.1517
40 14387,49,93,0.5503,1.1514
585,49,104,0.5503,1.1514
2470,40,135,0.6618,1.1513
439,49,1025,0.5502,1.1512
33 66,40,512,0.6615,1.1508
698,49,165,0.5500,1.1508
371,40,248,0.6613,1.1506
1334,49,171,0.5498,1.1505
597,49,116,0.5498,1.1503
33 12930,40,113,0.6608,1.1497
782,49,100,0.5495,1.1497
4271,49,89,0.5494,1.1495
1440,40,109,0.6606,1.1493
2354,40,253,0.6606,1.1492
3773,40,107,0.6605,1.1491
49 2330,40,214,0.6605,1.1491
61,40,983,0.6602,1.1485
40 4345,49,101,0.5489,1.1485
2371,49,146,0.5489,1.1484
24,49,416,0.5488,1.1483
4887,49,90,0.5488,1.1483
3435,40,97,0.6599,1.1480
9580,40,192,0.6598,1.1479
857,49,271,0.5486,1.1478
1952,49,96,0.5486,1.1478
261,49,379,0.5485,1.1476
2786,40,93,0.6596,1.1475
1792,40,124,0.6596,1.1475
298 545,40,93,0.6596,1.1475
33 272,40,310,0.6596,1.1475
33 302,40,184,0.6595,1.1474
49 286,40,122,0.6595,1.1473
349,40,91,0.6594,1.1472
948,49,324,0.5482,1.1471
49 407,40,89,0.6593,1.1469
49 4317,40,89,0.6593,1.1469
10129,40,118,0.6592,1.1469
4114,49,97,0.5480,1.1467
13444,49,217,0.5480,1.1466
1579,40,576,0.6590,1.1466
37 40,49,1116,0.5479,1.1463
8731,40,141,0.6589,1.1463
11561,40,112,0.6588,1.1462
957,40,600,0.6586,1.1458
49 888,40,108,0.6585,1.1457
70,40,162,0.6585,1.1457
415,49,144,0.5475,1.1456
2076,40,210,0.6583,1.1453
38,40,707,0.6583,1.1453
61,49,815,0.5473,1.1453
566,40,156,0.6582,1.1452
66 148,40,104,0.6582,1.1452
49 611,40,129,0.6582,1.1450
979,49,203,0.5472,1.1449
103,40,102,0.6581,1.1449
39 590,49,93,0.5471,1.1446
1639,40,223,0.6578,1.1444
49 10449,40,98,0.6577,1.1443
505,40,196,0.6577,1.1443
1774,49,111,0.5468,1.1441
2811,40,121,0.6576,1.1441
49 13175,40,121,0.6576,1.1441
33 650,40,96,0.6575,1.1439
49 716,40,167,0.6575,1.1439
427,40,334,0.6575,1.1439
1705,49,246,0.5467,1.1438
2813,40,119,0.6575,1.1438
302,49,658,0.5465,1.1435
765,49,153,0.5464,1.1433
792,40,115,0.6571,1.1433
1819 3312,40,92,0.6571,1.1433
11795,49,107,0.5459,1.1423
275,40,128,0.6564,1.1420
176 807,40,128,0.6564,1.1420
1504,40,105,0.6562,1.1417
1027,40,168,0.6562,1.1417
49 2426,40,105,0.6562,1.1417
49 2081,40,187,0.6561,1.1415
1036,40,103,0.6561,1.1414
2270,49,90,0.5455,1.1413
4844,49,96,0.5455,1.1413
61 66,49,96,0.5455,1.1413
271 2239,49,144,0.5455,1.1413
33 37,40,324,0.6559,1.1411
1641,40,120,0.6557,1.1408
422,40,120,0.6557,1.1408
49 4884,40,200,0.6557,1.1408
990,40,198,0.6556,1.1406
105,49,133,0.5451,1.1405
2098,40,137,0.6555,1.1404
49 7206,40,137,0.6555,1.1404
33 1068,40,97,0.6554,1.1402
33 102,40,270,0.6553,1.1401
137,40,306,0.6552,1.1400
33 272,49,256,0.5447,1.1397
49 10443,40,150,0.6550,1.1396
12983,49,177,0.5446,1.1395
49 2988,40,186,0.6549,1.1394
1977,40,184,0.6548,1.1392
3273,40,110,0.6548,1.1391
49 559,40,91,0.6547,1.1390
390,40,544,0.6546,1.1389
3318,49,172,0.5443,1.1389
2192,49,172,0.5443,1.1389
13042,40,688,0.6546,1.1389
252,49,338,0.5443,1.1388
406 10516,49,160,0.5442,1.1387
3187,49,117,0.5442,1.1386
49 2390,40,89,0.6544,1.1385
49 13444,40,142,0.6544,1.1385
4340,40,159,0.6543,1.1384
1193,49,105,0.5440,1.1383
180,40,653,0.6543,1.1383
49 1586,40,191,0.6541,1.1380
879,49,310,0.5439,1.1380
674,40,172,0.6540,1.1378
38 39,40,684,0.6539,1.1377
42 741,49,112,0.5437,1.1376
335,40,506,0.6537,1.1374
2345,40,183,0.6536,1.1371
12952,49,219,0.5434,1.1370
49 12960,40,149,0.6535,1.1369
426,40,396,0.6535,1.1369
179,40,313,0.6534,1.1368
1805,40,164,0.6534,1.1367
2240,40,130,0.6533,1.1365
829,40,130,0.6533,1.1365
768,40,162,0.6532,1.1365
2130,40,113,0.6532,1.1364
731,40,241,0.6531,1.1363
13050,49,101,0.5430,1.1362
1409,40,128,0.6531,1.1362
1027,49,139,0.5430,1.1361
33 49 1005,40,109,0.6527,1.1355
271 272,49,369,0.5426,1.1354
33 37 39,40,308,0.6525,1.1353
272 2239,49,153,0.5426,1.1352
1362,40,261,0.6525,1.1352
1106,40,92,0.6525,1.1352
321,40,199,0.6525,1.1351
3339,40,107,0.6524,1.1351
6129,40,152,0.6524,1.1349
39 439,49,211,0.5424,1.1349
39 287,40,728,0.6523,1.1349
2916,49,141,0.5423,1.1347
1822,49,109,0.5423,1.1347
2662,40,90,0.6522,1.1346
926,40,165,0.6522,1.1346
33 202,40,120,0.6522,1.1346
194,40,133,0.6520,1.1343
3320,49,116,0.5421,1.1342
1159,49,232,0.5421,1.1342
1603,40,176,0.6519,1.1341
1328,49,968,0.5420,1.1341
238 311,40,131,0.6517,1.1339
1379,40,159,0.6516,1.1337
1287,40,101,0.6516,1.1336
366,40,288,0.6516,1.1336
39 807,49,117,0.5417,1.1334
118 977,49,169,0.5417,1.1334
235,40,185,0.6514,1.1333
1004,40,252,0.6512,1.1329
760,40,153,0.6511,1.1327
33 545,40,97,0.6510,1.1326
1460,49,118,0.5413,1.1326
1343,40,138,0.6509,1.1325
40 908,49,105,0.5412,1.1325
49 252,40,220,0.6509,1.1324
4384,40,95,0.6507,1.1320
49 1333,40,95,0.6507,1.1320
176,40,631,0.6505,1.1317
1819,40,147,0.6504,1.1316
148 180,40,93,0.6503,1.1314
226 2239,49,219,0.5407,1.1314
943,40,106,0.6503,1.1314
66 202,40,106,0.6503,1.1314
19,49,465,0.5407,1.1313
14099,49,698,0.5407,1.1313
4860,40,117,0.6500,1.1308
927,40,156,0.6500,1.1308
49 2635,40,91,0.6500,1.1308
245,49,147,0.5404,1.1308
33 176,49,107,0.5404,1.1307
1282,49,161,0.5403,1.1304
10652,40,102,0.6497,1.1303
1081 1270,40,89,0.6496,1.1302
33 911,40,89,0.6496,1.1302
46,49,492,0.5401,1.1300
33 39,40,1840,0.6495,1.1299
86,40,126,0.6495,1.1299
1820,40,163,0.6494,1.1298
4699,40,263,0.6494,1.1298
2080,40,98,0.6490,1.1291
9502,49,232,0.5395,1.1289
3280,40,181,0.6487,1.1287
59,49,89,0.5394,1.1286
960,40,96,0.6486,1.1285
1064,40,131,0.6485,1.1283
12974,40,94,0.6483,1.1278
49 2562,40,94,0.6483,1.1278
250,40,752,0.6483,1.1278
6,49,159,0.5390,1.1278
434,49,173,0.5389,1.1277
1355,49,90,0.5389,1.1276
2895,49,180,0.5389,1.1276
39 1728,40,105,0.6481,1.1276
11748,40,140,0.6481,1.1276
695,40,267,0.6481,1.1275
2823,40,116,0.6480,1.1274
13190,49,236,0.5388,1.1274
14954,40,92,0.6479,1.1272
433,49,251,0.5386,1.1270
33 118,40,125,0.6477,1.1268
49 406,40,340,0.6476,1.1267
49 3195,40,90,0.6475,1.1265
1782,40,112,0.6474,1.1263
764,40,123,0.6474,1.1263
2574,40,178,0.6473,1.1261
1328,40,1156,0.6473,1.1261
33 37 39,49,254,0.5381,1.1260
9096,40,99,0.6471,1.1257
33 1328,40,209,0.6471,1.1257
2989,49,142,0.5379,1.1254
397,40,436,0.6469,1.1254
526,49,121,0.5378,1.1252
4549,40,108,0.6467,1.1251
796 1820,40,108,0.6467,1.1251
49 704,40,302,0.6467,1.1251
2240,49,107,0.5377,1.1250
49 3190,40,97,0.6467,1.1250
208,49,100,0.5376,1.1249
2178,40,161,0.6466,1.1249
1362,49,215,0.5375,1.1246
39 841,40,245,0.6464,1.1246
309,40,170,0.6464,1.1246
358,40,95,0.6463,1.1243
1017,40,137,0.6462,1.1243
40 2260,49,94,0.5371,1.1239
1860,49,210,0.5371,1.1238
11748,49,116,0.5370,1.1237
1316,40,124,0.6458,1.1236
682,49,378,0.5369,1.1235
1952,40,113,0.6457,1.1234
1595,49,131,0.5369,1.1234
1579,49,469,0.5366,1.1228
810,40,404,0.6454,1.1228
1613,40,111,0.6453,1.1227
33 1345,40,111,0.6453,1.1227
862,49,110,0.5366,1.1227
442,40,393,0.6453,1.1227
13050,40,120,0.6452,1.1224
49 10514,40,100,0.6452,1.1224
1147 3617,40,189,0.6451,1.1222
2984,40,149,0.6450,1.1222
398,40,198,0.6450,1.1221
2327,40,98,0.6447,1.1217
33 590,40,147,0.6447,1.1217
5109,40,127,0.6447,1.1216
257,49,134,0.5360,1.1215
1982,40,107,0.6446,1.1214
33 1601,40,107,0.6446,1.1214
917,40,350,0.6446,1.1214
32,49,493,0.5359,1.1212
1063,49,232,0.5358,1.1211
2111,40,96,0.6443,1.1209
193,40,105,0.6442,1.1207
33 39 287,40,143,0.6441,1.1207
4210,49,128,0.5356,1.1206
1345,40,485,0.6441,1.1206
3856,49,98,0.5355,1.1205
3344,49,98,0.5355,1.1205
196,40,217,0.6439,1.1203
568,40,94,0.6438,1.1201
1276,40,141,0.6438,1.1201
375,40,376,0.6438,1.1201
33 49 12926,40,94,0.6438,1.1201
16011 16012,40,419,0.6436,1.1197
5249,40,175,0.6434,1.1193
49 223,40,92,0.6434,1.1193
33 49 1047,40,110,0.6433,1.1191
10075,49,123,0.5348,1.1190
12947,49,286,0.5346,1.1185
9844,40,144,0.6429,1.1184
49 448,40,90,0.6429,1.1184
33 605,40,144,0.6429,1.1184
807,49,396,0.5344,1.1182
741,40,759,0.6427,1.1181
933,49,140,0.5344,1.1181
435,40,133,0.6425,1.1178
49 2365,40,115,0.6425,1.1177
1957,40,194,0.6424,1.1176
39 56,40,422,0.6423,1.1175
198,49,102,0.5340,1.1174
2634,49,181,0.5339,1.1172
56,40,452,0.6420,1.1170
2,49,142,0.5338,1.1170
3405,40,156,0.6420,1.1169
841,40,251,0.6419,1.1168
638,40,95,0.6419,1.1167
10612,40,138,0.6419,1.1167
326,49,103,0.5337,1.1167
12474,40,172,0.6418,1.1166
2165,40,188,0.6416,1.1163
1234,49,112,0.5333,1.1159
2636,49,152,0.5333,1.1159
2426,49,160,0.5333,1.1159
3215,40,93,0.6414,1.1158
170,40,177,0.6413,1.1157
3763,40,109,0.6412,1.1155
582,40,368,0.6411,1.1154
33 39 111,40,284,0.6411,1.1153
1988,40,309,0.6411,1.1153
226,49,1736,0.5330,1.1152
49 2597,40,100,0.6410,1.1152
605,40,775,0.6410,1.1152
886,49,307,0.5330,1.1152
39 841,49,202,0.5330,1.1152
37 39 111,49,97,0.5330,1.1152
1344,49,114,0.5327,1.1146
3617,40,419,0.6407,1.1146
3552,49,106,0.5327,1.1145
33 16011,40,180,0.6406,1.1144
38 39,49,557,0.5325,1.1142
3503,40,244,0.6404,1.1142
2854,40,105,0.6402,1.1139
33 13042,40,144,0.6400,1.1134
39 162,49,116,0.5321,1.1134
9556,49,224,0.5321,1.1133
1480,40,302,0.6398,1.1131
2881,40,103,0.6398,1.1130
49 345,40,103,0.6398,1.1130
40 243,49,300,0.5319,1.1130
49 1873,40,213,0.6396,1.1128
665,40,481,0.6396,1.1128
49 4780,40,110,0.6395,1.1126
9502,40,275,0.6395,1.1126
247,40,259,0.6395,1.1126
12926,40,938,0.6394,1.1124
3292,40,156,0.6393,1.1123
3511,40,225,0.6392,1.1121
49 1361,40,124,0.6392,1.1120
792,49,93,0.5314,1.1119
148,40,1137,0.6391,1.1119
8986,49,220,0.5314,1.1119
3452,49,136,0.5312,1.1116
1820 3312,40,115,0.6389,1.1115
49 948,40,207,0.6389,1.1115
33 523,40,115,0.6389,1.1115
2098,49,111,0.5311,1.1113
1028,40,221,0.6387,1.1112
53,40,320,0.6387,1.1112
2169,49,265,0.5311,1.1112
3316,40,175,0.6387,1.1112
49 124,40,509,0.6386,1.1111
266,40,106,0.6386,1.1109
39 111,40,1740,0.6385,1.1109
385,40,279,0.6384,1.1107
104,49,431,0.5308,1.1106
843,40,263,0.6383,1.1106
1081 1380,40,90,0.6383,1.1105
16012,40,427,0.6383,1.1104
49 1860,40,134,0.6381,1.1101
740,49,113,0.5305,1.1100
2750,40,192,0.6379,1.1097
761,40,155,0.6379,1.1097
33 37,49,262,0.5304,1.1097
2059,40,118,0.6378,1.1097
1705,40,287,0.6378,1.1096
1314,40,250,0.6378,1.1095
1939,40,169,0.6377,1.1095
1189,40,176,0.6377,1.1094
236,40,197,0.6375,1.1092
49 12982,40,102,0.6375,1.1091
5977,49,97,0.5301,1.1091
2418,49,97,0.5301,1.1091
5783,40,137,0.6372,1.1086
49 177,40,144,0.6372,1.1085
1250,40,151,0.6371,1.1085
33,49,8034,0.5297,1.1083
31,40,344,0.6370,1.1083
2599,40,93,0.6370,1.1082
2514,40,93,0.6370,1.1082
33 111,40,286,0.6370,1.1082
908,49,152,0.5296,1.1082
49 939,40,107,0.6369,1.1081
39 124,40,128,0.6368,1.1079
5768,40,135,0.6368,1.1079
134,40,156,0.6367,1.1078
4071,40,177,0.6367,1.1077
212,49,109,0.5291,1.1071
4732,40,91,0.6364,1.1071
1091,40,91,0.6364,1.1071
15799,40,119,0.6364,1.1071
